index,loss
0,56.85879898071289
1,41.39685821533203
2,29.940027236938477
3,20.562843322753906
4,16.069429397583008
5,14.244152069091797
6,13.830483436584473
7,14.800325393676758
8,13.278694152832031
9,14.572999000549316
10,15.284248352050781
11,15.178763389587402
12,12.943215370178223
13,11.735003471374512
14,11.7200345993042
15,10.745641708374023
16,10.523584365844727
17,10.070859909057617
18,9.547196388244629
19,9.188501358032227
20,8.799295425415039
21,9.132888793945312
22,10.39268684387207
23,10.26172924041748
24,9.238505363464355
25,8.58932113647461
26,8.490044593811035
27,9.08469009399414
28,8.164770126342773
29,7.675502300262451
30,8.287164688110352
31,9.071945190429688
32,7.940725803375244
33,7.90263032913208
34,7.489429473876953
35,7.638807773590088
36,8.362287521362305
37,7.759474277496338
38,7.140804767608643
39,7.616235256195068
40,7.805007457733154
41,7.786022186279297
42,7.784816741943359
43,6.560074806213379
44,7.305990219116211
45,7.263696670532227
46,6.462498664855957
47,7.709596157073975
48,7.210823059082031
49,7.274785995483398
50,7.096678733825684
51,7.643190383911133
52,7.142516136169434
53,6.7803826332092285
54,6.714531421661377
55,5.79092264175415
56,5.861178874969482
57,6.10256814956665
58,5.97214412689209
59,6.907583236694336
60,6.725551605224609
61,5.5453972816467285
62,5.625967502593994
63,5.243348121643066
64,6.725167751312256
65,5.799036502838135
66,6.105700969696045
67,5.9955220222473145
68,5.881986141204834
69,5.187668323516846
70,5.5960540771484375
71,5.083656311035156
72,4.805963039398193
73,5.802468299865723
74,5.157404899597168
75,4.488675594329834
76,5.371301651000977
77,4.613420009613037
78,5.220752716064453
79,4.9763593673706055
80,3.9182047843933105
81,5.118527889251709
82,5.746795177459717
83,4.68074369430542
84,4.502147197723389
85,4.174261093139648
86,4.559530258178711
87,4.715901851654053
88,3.907527446746826
89,4.126476287841797
90,4.577519416809082
91,3.6365878582000732
92,3.8925092220306396
93,4.635546684265137
94,4.267730712890625
95,4.503296852111816
96,3.984248638153076
97,3.8357036113739014
98,3.8315792083740234
99,4.346458911895752
100,3.695279359817505
101,4.018399238586426
102,3.085282802581787
103,3.737825632095337
104,4.542075157165527
105,3.4173169136047363
106,3.6059861183166504
107,3.6569664478302
108,3.44948148727417
109,3.4981324672698975
110,3.432447910308838
111,3.3469882011413574
112,3.1870944499969482
113,3.795928478240967
114,3.745619773864746
115,5.138889312744141
116,3.445751667022705
117,4.702432632446289
118,3.8110721111297607
119,3.545339584350586
120,3.544348955154419
121,4.065855979919434
122,3.932988166809082
123,3.616946220397949
124,3.5640010833740234
125,3.3692760467529297
126,3.7024502754211426
127,3.5184526443481445
128,3.465738534927368
129,3.3817718029022217
130,3.58321475982666
131,3.792367696762085
132,3.6930575370788574
133,3.4453189373016357
134,3.758537530899048
135,3.844607353210449
136,3.6633644104003906
137,3.7215700149536133
138,3.072808265686035
139,3.9997618198394775
140,3.4099655151367188
141,2.8556761741638184
142,3.2886805534362793
143,3.2035326957702637
144,3.649723529815674
145,3.534458875656128
146,3.6518893241882324
147,3.7740743160247803
148,3.7909255027770996
149,3.8597965240478516
150,3.1841962337493896
151,4.038774013519287
152,3.1563656330108643
153,3.36942720413208
154,3.0396199226379395
155,3.058572292327881
156,3.306234836578369
157,3.053831100463867
158,3.8501124382019043
159,2.8265862464904785
160,4.074430465698242
161,3.7086591720581055
162,2.8859262466430664
163,3.2215490341186523
164,3.8382081985473633
165,3.445814609527588
166,3.1285696029663086
167,3.5425941944122314
168,3.1369051933288574
169,2.9787938594818115
170,3.032344341278076
171,2.8689327239990234
172,3.251091480255127
173,3.0530145168304443
174,3.038534641265869
175,3.0400612354278564
176,3.0110154151916504
177,3.5354976654052734
178,3.572388172149658
179,3.495540142059326
180,3.2690653800964355
181,3.9092562198638916
182,3.137932062149048
183,3.2863049507141113
184,3.4206626415252686
185,2.982651710510254
186,2.896416664123535
187,2.688649892807007
188,3.455474376678467
189,2.8531885147094727
190,3.429482936859131
191,3.360858917236328
192,2.4438867568969727
193,3.086003541946411
194,2.6833033561706543
195,2.9772074222564697
196,3.1306657791137695
197,2.4288980960845947
198,2.9210622310638428
199,3.0956854820251465
200,3.382505416870117
201,3.2060470581054688
202,2.557309627532959
203,2.645794153213501
204,2.897963047027588
205,2.9955177307128906
206,3.465161085128784
207,2.9076051712036133
208,3.1825056076049805
209,3.162546157836914
210,2.595815896987915
211,2.7155542373657227
212,2.5981457233428955
213,3.684112548828125
214,2.412217855453491
215,3.0660934448242188
216,2.3667163848876953
217,3.427537202835083
218,2.8564157485961914
219,3.366138458251953
220,2.9685535430908203
221,3.1877055168151855
222,2.786449670791626
223,3.080052137374878
224,2.8588342666625977
225,2.9753830432891846
226,3.2849318981170654
227,2.323882818222046
228,2.5944409370422363
229,2.8551032543182373
230,3.6338701248168945
231,2.670743465423584
232,2.7022807598114014
233,2.5524017810821533
234,2.5470192432403564
235,2.571323871612549
236,3.467154026031494
237,2.8034749031066895
238,3.0358731746673584
239,2.5839099884033203
240,2.7359158992767334
241,3.179811716079712
242,2.892667055130005
243,2.828792095184326
244,2.3081939220428467
245,3.3393819332122803
246,2.809725284576416
247,3.154204845428467
248,3.632216215133667
249,2.6903932094573975
250,2.964141607284546
251,2.3810415267944336
252,3.2755510807037354
253,2.735710620880127
254,2.6312999725341797
255,2.9154367446899414
256,2.990180015563965
257,2.6361372470855713
258,2.763404369354248
259,2.9526150226593018
260,3.088855028152466
261,2.84344482421875
262,2.9434783458709717
263,2.5990285873413086
264,3.2357404232025146
265,3.147733449935913
266,2.7830448150634766
267,2.8671069145202637
268,3.0407838821411133
269,3.954709053039551
270,2.4637393951416016
271,2.058990478515625
272,2.831937789916992
273,2.6562583446502686
274,3.0042781829833984
275,2.5608601570129395
276,2.6289336681365967
277,2.441293239593506
278,3.4016828536987305
279,3.6508054733276367
280,2.917912244796753
281,2.8151299953460693
282,2.6728601455688477
283,2.8430254459381104
284,3.152317762374878
285,2.873244524002075
286,3.0922346115112305
287,3.3013105392456055
288,2.792585849761963
289,2.2033183574676514
290,2.7891182899475098
291,3.6711912155151367
292,2.6911590099334717
293,3.0575196743011475
294,2.8684682846069336
295,2.77646803855896
296,2.6620850563049316
297,2.3935468196868896
298,3.095332145690918
299,3.4287030696868896
300,2.763700485229492
301,2.5675220489501953
302,2.5400583744049072
303,2.4622268676757812
304,3.43691086769104
305,2.6597211360931396
306,2.5914955139160156
307,2.5157899856567383
308,2.2712130546569824
309,1.9128738641738892
310,2.606747627258301
311,2.498962163925171
312,2.6310667991638184
313,2.3671934604644775
314,2.7980403900146484
315,2.770897388458252
316,2.311903238296509
317,2.752420663833618
318,2.6573338508605957
319,2.7307114601135254
320,2.4954984188079834
321,2.6964807510375977
322,2.541929006576538
323,2.668537139892578
324,2.7090702056884766
325,2.459989309310913
326,2.559164524078369
327,2.63887095451355
328,2.3338043689727783
329,2.6864428520202637
330,2.7078380584716797
331,2.497897148132324
332,2.4676077365875244
333,2.7510123252868652
334,2.563169002532959
335,2.30259370803833
336,2.657608985900879
337,2.5871152877807617
338,2.652949810028076
339,2.5195980072021484
340,2.604800224304199
341,2.426417827606201
342,3.243604898452759
343,2.7898974418640137
344,2.9405529499053955
345,2.832496166229248
346,2.8798558712005615
347,2.3619143962860107
348,2.594409465789795
349,2.163170337677002
350,2.6460695266723633
351,2.7313947677612305
352,2.8938748836517334
353,2.6759486198425293
354,3.258826971054077
355,2.5920538902282715
356,2.7895359992980957
357,2.475463628768921
358,2.8661575317382812
359,2.7701098918914795
360,2.6228489875793457
361,2.1280159950256348
362,2.452723503112793
363,2.5011439323425293
364,2.464059829711914
365,2.510640859603882
366,3.181057929992676
367,2.614133358001709
368,2.2069268226623535
369,3.307779312133789
370,2.6864452362060547
371,2.637712001800537
372,2.7544820308685303
373,2.188499689102173
374,2.3698182106018066
375,2.5106582641601562
376,2.706760883331299
377,2.364504337310791
378,2.2172141075134277
379,2.7176547050476074
380,2.2541756629943848
381,2.204343318939209
382,2.716728925704956
383,2.344189167022705
384,2.4071366786956787
385,2.5104050636291504
386,2.4951226711273193
387,2.5584468841552734
388,2.570213794708252
389,3.101243495941162
390,2.9318854808807373
391,2.96376371383667
392,2.8972368240356445
393,2.494642972946167
394,2.940309524536133
395,2.884129047393799
396,2.3506596088409424
397,2.747929811477661
398,2.116952657699585
399,2.454888343811035
400,2.1604323387145996
401,2.8589930534362793
402,2.4191129207611084
403,2.2779860496520996
404,2.660588264465332
405,2.6078720092773438
406,2.7917985916137695
407,2.9349851608276367
408,2.6065869331359863
409,2.2099013328552246
410,2.4793031215667725
411,2.708954334259033
412,2.1709837913513184
413,2.273622512817383
414,2.112860679626465
415,2.2423298358917236
416,2.6212034225463867
417,2.3342814445495605
418,2.2931830883026123
419,2.369480609893799
420,1.968920111656189
421,2.450981378555298
422,2.3501076698303223
423,2.6374928951263428
424,2.691418170928955
425,2.1140432357788086
426,2.121331214904785
427,2.1030163764953613
428,2.3059158325195312
429,2.6404218673706055
430,3.04058837890625
431,2.536756753921509
432,2.243054151535034
433,2.5363574028015137
434,3.009744644165039
435,2.91349458694458
436,2.3821182250976562
437,2.8622899055480957
438,2.140934467315674
439,2.554511308670044
440,2.2008211612701416
441,2.2134382724761963
442,2.1813576221466064
443,2.615010976791382
444,2.360520839691162
445,2.538637161254883
446,1.960507869720459
447,2.434609889984131
448,2.9700865745544434
449,2.6603522300720215
450,1.8155533075332642
451,2.25060772895813
452,2.558833599090576
453,2.307706117630005
454,2.372694253921509
455,2.4806976318359375
456,2.3653252124786377
457,1.9703210592269897
458,2.616495132446289
459,2.2244410514831543
460,2.3749172687530518
461,2.6184303760528564
462,2.5438320636749268
463,2.2069404125213623
464,1.886535882949829
465,2.3465545177459717
466,2.4203836917877197
467,2.4132673740386963
468,2.734976053237915
469,2.1229312419891357
470,2.8825607299804688
471,2.3987183570861816
472,1.7946676015853882
473,2.727806568145752
474,2.100860118865967
475,3.057164430618286
476,2.5864615440368652
477,2.4382810592651367
478,2.176819086074829
479,2.9280102252960205
480,2.393751621246338
481,2.8796041011810303
482,2.6891562938690186
483,2.612335443496704
484,2.167656183242798
485,2.4992480278015137
486,2.6082050800323486
487,2.924905776977539
488,2.651399850845337
489,2.1037282943725586
490,2.0084800720214844
491,2.429725408554077
492,2.5258796215057373
493,2.5043158531188965
494,2.343684673309326
495,2.2651257514953613
496,2.486037254333496
497,2.3453166484832764
498,2.70363712310791
499,2.5832319259643555
500,2.525230884552002
501,2.7044692039489746
502,2.593752145767212
503,2.3818252086639404
504,2.6499571800231934
505,2.8853142261505127
506,2.382518768310547
507,2.0883679389953613
508,1.9413946866989136
509,2.632019281387329
510,2.753049850463867
511,1.9617081880569458
512,2.320891857147217
513,2.329939603805542
514,2.900907039642334
515,2.2985386848449707
516,1.9895296096801758
517,2.8036556243896484
518,2.1057658195495605
519,2.212501287460327
520,2.439854383468628
521,2.337671995162964
522,2.041072130203247
523,2.183727741241455
524,2.7126059532165527
525,2.2804088592529297
526,3.2528910636901855
527,2.380370616912842
528,2.058621406555176
529,2.530507802963257
530,2.4746899604797363
531,2.264969825744629
532,2.418978691101074
533,2.3714184761047363
534,2.4025497436523438
535,2.98575758934021
536,2.62684965133667
537,1.67426335811615
538,1.9744505882263184
539,2.4205946922302246
540,2.530816078186035
541,2.1441569328308105
542,2.9557557106018066
543,2.2142348289489746
544,2.8804798126220703
545,2.3536159992218018
546,2.2165651321411133
547,2.5062966346740723
548,2.341832399368286
549,2.238617420196533
550,2.3140923976898193
551,2.6001429557800293
552,2.024559736251831
553,2.6799092292785645
554,2.709749221801758
555,2.5941696166992188
556,2.427480697631836
557,2.3225345611572266
558,2.069127082824707
559,2.451498031616211
560,2.634535789489746
561,2.3184266090393066
562,2.0433006286621094
563,2.473170042037964
564,1.8377251625061035
565,2.6744706630706787
566,2.3104777336120605
567,2.358718156814575
568,2.6361734867095947
569,2.614215850830078
570,2.1054232120513916
571,2.2925634384155273
572,2.424445629119873
573,1.9623866081237793
574,2.4775261878967285
575,2.6390559673309326
576,2.9605534076690674
577,2.1612603664398193
578,2.407102108001709
579,2.1669766902923584
580,2.289991855621338
581,2.2491455078125
582,1.9023464918136597
583,2.5135703086853027
584,1.9272079467773438
585,2.686084747314453
586,2.322293758392334
587,1.807366132736206
588,2.3366165161132812
589,2.3812034130096436
590,2.5427682399749756
591,2.483757495880127
592,2.603581666946411
593,2.1969785690307617
594,2.314141273498535
595,2.7753162384033203
596,2.160381317138672
597,2.6446847915649414
598,2.335606575012207
599,2.3839190006256104
600,2.2776384353637695
601,2.4250190258026123
602,2.111499309539795
603,1.9043042659759521
604,2.2994396686553955
605,2.1703696250915527
606,2.0355634689331055
607,2.0561981201171875
608,3.0058860778808594
609,2.1193690299987793
610,2.7226526737213135
611,2.884251594543457
612,2.361908435821533
613,2.3860397338867188
