index,loss
0,52.90200424194336
1,33.230712890625
2,19.257457733154297
3,12.723124504089355
4,10.949767112731934
5,10.549845695495605
6,12.240266799926758
7,11.636528015136719
8,10.1605806350708
9,8.340150833129883
10,7.42108678817749
11,8.848420143127441
12,7.924880504608154
13,8.012513160705566
14,7.7154035568237305
15,7.7173171043396
16,7.4516777992248535
17,6.6974196434021
18,6.236321926116943
19,6.43893575668335
20,5.904348373413086
21,6.416438102722168
22,6.205514907836914
23,5.674586296081543
24,5.971718788146973
25,5.476119518280029
26,5.560947418212891
27,5.255497932434082
28,4.781462669372559
29,4.84372615814209
30,5.958192825317383
31,5.370710849761963
32,3.8744044303894043
33,4.262241840362549
34,4.3066558837890625
35,4.701615333557129
36,5.005242824554443
37,4.346812725067139
38,4.600889682769775
39,5.175812721252441
40,4.371757984161377
41,4.594912528991699
42,4.201356887817383
43,3.5034565925598145
44,4.682621479034424
45,4.820648193359375
46,4.231886863708496
47,4.613633632659912
48,4.888906002044678
49,4.272805690765381
50,4.4687957763671875
51,4.268007278442383
52,4.384962558746338
53,3.9097301959991455
54,4.4834818840026855
55,3.7728400230407715
56,4.025094032287598
57,4.283092498779297
58,3.364919662475586
59,3.5013723373413086
60,3.770373821258545
61,3.9153692722320557
62,3.6403167247772217
63,3.9709813594818115
64,3.7438673973083496
65,3.781331777572632
66,3.4461705684661865
67,3.748076915740967
68,3.6554598808288574
69,3.822321891784668
70,3.753626823425293
71,3.9790093898773193
72,3.058744192123413
73,3.506413221359253
74,4.204893589019775
75,3.115250825881958
76,3.188654899597168
77,3.624164342880249
78,3.5756661891937256
79,3.760820150375366
80,3.511065721511841
81,3.2623071670532227
82,3.610910415649414
83,3.712242364883423
84,3.8121390342712402
85,3.3538362979888916
86,3.515615701675415
87,3.4810287952423096
88,3.7415897846221924
89,3.5856881141662598
90,3.2654898166656494
91,3.072592258453369
92,3.041612148284912
93,3.8942337036132812
94,3.111180543899536
95,3.7118079662323
96,3.680459976196289
97,3.788412570953369
98,3.444486618041992
99,3.9847753047943115
100,3.0835039615631104
101,2.873067855834961
102,3.8857460021972656
103,3.6260313987731934
104,3.122628927230835
105,3.117973566055298
106,2.835198402404785
107,3.1339375972747803
108,3.1481525897979736
109,3.162874221801758
110,3.6160507202148438
111,3.1458580493927
112,3.1988534927368164
113,3.2293787002563477
114,3.0043985843658447
115,3.589106798171997
116,3.4245200157165527
117,3.1373414993286133
118,3.2867095470428467
119,2.873838424682617
120,3.6939659118652344
121,3.245751142501831
122,3.9078261852264404
123,2.8273189067840576
124,3.27302622795105
125,2.787815809249878
126,2.950820207595825
127,3.166731357574463
128,2.5563693046569824
129,3.3797364234924316
130,3.5359673500061035
131,3.483656167984009
132,3.0126864910125732
133,2.7398133277893066
134,3.0558691024780273
135,2.7180733680725098
136,3.759561777114868
137,3.539775848388672
138,2.865532875061035
139,3.4683399200439453
140,2.669572353363037
141,2.7284278869628906
142,2.9228053092956543
143,3.5845823287963867
144,2.9492106437683105
145,3.5280916690826416
146,3.0599777698516846
147,2.8654561042785645
148,3.0324060916900635
149,3.221536159515381
150,2.8444981575012207
151,3.182853937149048
152,2.786482572555542
153,3.34903621673584
154,2.933427572250366
155,3.079439401626587
156,3.4341814517974854
157,2.4011952877044678
158,2.4316256046295166
159,2.677959680557251
160,2.7304980754852295
161,3.163266658782959
162,2.8882126808166504
163,3.0054845809936523
164,3.3488566875457764
165,2.863309383392334
166,2.6952431201934814
167,2.684781789779663
168,3.237086772918701
169,2.9702701568603516
170,3.2298340797424316
171,3.1835005283355713
172,2.63606595993042
173,2.5973639488220215
174,2.317669153213501
175,2.8982291221618652
176,3.4931342601776123
177,2.764464855194092
178,3.243588447570801
179,2.4884886741638184
180,2.4978904724121094
181,2.745776653289795
182,2.761256217956543
183,2.905283212661743
184,2.6993820667266846
185,2.788614273071289
186,2.6144802570343018
187,2.9165706634521484
188,3.3405191898345947
189,2.881084680557251
190,2.704223871231079
191,2.8949952125549316
192,3.0548083782196045
193,2.8807764053344727
194,2.6151161193847656
195,2.726341724395752
196,2.990590810775757
197,2.5538313388824463
198,2.4422950744628906
199,2.421226739883423
200,2.0509231090545654
201,2.642951726913452
202,2.525266647338867
203,2.969299554824829
204,2.542574882507324
205,3.1683342456817627
206,3.0124518871307373
207,2.417896032333374
208,2.6205732822418213
209,2.8285000324249268
210,2.590409278869629
211,2.3776159286499023
212,3.156411647796631
213,2.7737224102020264
214,2.8726344108581543
215,2.308077812194824
216,2.720268964767456
217,2.0206546783447266
218,2.398822069168091
219,2.323265314102173
220,2.3055083751678467
221,3.0212459564208984
222,2.370471715927124
223,2.9373035430908203
224,3.499091148376465
225,2.9582736492156982
226,2.7753117084503174
227,2.843475818634033
228,2.6992409229278564
229,2.5122077465057373
230,2.8727471828460693
231,2.7928333282470703
232,2.8455724716186523
233,2.094980478286743
